Source,Target
Rafaello Oliveira,John Gunderson
Jake Ellenberger,Mike Pyle
Frank Mir,Cheick Kongo
Johny Hendricks,Ricardo Funch
Matt Wiman,Shane Nelson
Jon Fitch,Mike Pierce
Kenny Florian,Clay Guida
Alan Belcher,Wilson Gouveia
Stefan Struve,Paul Buentello
BJ Penn,Diego Sanchez
Rousimar Palhares,Lucio Linhares
DaMarques Johnson,Edgar Garcia
TJ Grant,Kevin Burns
Matt Hamill,Jon Jones
Brian Stann,Rodney Wallace
Matt Mitrione,Marcus Jones
Frankie Edgar,Matt Veach
James McSweeney,Darrill Schoonover
Kevin Ferguson,Houston Alexander
Roy Nelson,Brendan Schaub
Jon Madsen,Justin Wren
John Howard,Dennis Hallman
Mark Bocek,Joe Brammer
Rogerio Nogueira,Luiz Cane
Paulo Thiago,Jacob Volkmann
Ben Saunders,Marcus Davis
Kendall Grove,Jake Rosholt
Josh Koscheck,Anthony Johnson
Brian Foster,Brock Larson
Forrest Griffin,Tito Ortiz
Amir Sadollah,Phil Baroni
Caol Uno,Fabricio Camoes
George Sotiropoulos,Jason Dent
Randy Couture,Brandon Vera
Terry Etim,Shannon Gugerty
Michael Bisping,Denis Kang
Nick Osipczak,Matthew Riddle
John Hathaway,Paul Taylor
Matt Brown,James Wilks
Ross Pearson,Aaron Riley
Dan Hardy,Mike Swick
Alexander Gustafsson,Jared Hamman
Dennis Siver,Paul Kelly
Andre Winner,Rolando Delgado
Anthony Johnson,Yoshiyuki Yoshida
Lyoto Machida,Mauricio Rua
Ryan Bader,Eric Schafer
Joe Stevenson,Spencer Fisher
Chael Sonnen,Yushin Okami
Gleison Tibau,Josh Neer
Pat Barry,Antoni Hardonk
Cain Velasquez,Ben Rothwell
Stefan Struve,Chase Gormley
Jorge Rivera,Rob Kimmons
Kyle Kingsbury,Razak Al-Hassan
Josh Koscheck,Frank Trigg
Junior Dos Santos,Mirko Filipovic
Tyson Griffin,Hermes Franca
Vitor Belfort,Rich Franklin
Jim Miller,Steve Lopez
Efrain Escudero,Cole Miller
Paul Daley,Martin Kampmann
Nik Lentz,Rafaello Oliveira
Tomasz Drwal,Drew McFedries
Rick Story,Brian Foster
Rafael Dos Anjos,Rob Emerson
Eliot Marshall,Jason Brilz
Vladimir Matyushenko,Igor Pokrajac
CB Dollaway,Jay Silva
Brian Stann,Steve Cantwell
Jeremy Stephens,Justin Buchholz
Nate Diaz,Melvin Guillard
Nate Quarry,Tim Credeur
Gray Maynard,Roger Huerta
Carlos Condit,Jake Ellenberger
Mike Pyle,Chris Wilson
Ryan Jensen,Steve Steinbeiss
Mike Pierce,Brock Larson
Thiago Silva,Keith Jardine
Brandon Vera,Krzysztof Soszynski
Gabriel Gonzaga,Chris Tuchscherer
Antonio Rodrigo Nogueira,Randy Couture
Aaron Simpson,Ed Herman
Mike Russow,Justin McCully
Jake Rosholt,Chris Leben
Nate Marquardt,Demian Maia
Evan Dunham,Marcus Aurelio
Todd Duffee,Tim Hague
Mark Munoz,Nick Catone
Aaron Riley,Shane Nelson
BJ Penn,Kenny Florian
Kurt Pellegrino,Josh Neer
Anderson Silva,Forrest Griffin
Johny Hendricks,Amir Sadollah
John Howard,Tamdan McCrory
Alessio Sakara,Thales Leites
Ricardo Almeida,Kendall Grove
Matthew Riddle,Dan Cramer
Jesse Lennox,Danillo Villefort
George Sotiropoulos,George Roop
Jim Miller,Mac Danzig
Jon Fitch,Paulo Thiago
Brock Lesnar,Frank Mir
Mark Coleman,Stephan Bonnar
Georges St-Pierre,Thiago Alves
Yoshihiro Akiyama,Alan Belcher
Dan Henderson,Michael Bisping
Jon Jones,Jake O'Brien
Tom Lawlor,CB Dollaway
Dong Hyun Kim,TJ Grant
Shannon Gugerty,Matt Grice
Diego Sanchez,Clay Guida
Ross Pearson,Andre Winner
Tomasz Drwal,Mike Ciesnolevicz
Chris Lytle,Kevin Burns
Brad Blackburn,Edgar Garcia
Melvin Guillard,Gleison Tibau
Joe Stevenson,Nate Diaz
Nick Osipczak,Frank Lester
Jason Dent,Cameron Dollar
James Wilks,DaMarques Johnson
Mirko Filipovic,Mostapha Al-Turk
Spencer Fisher,Caol Uno
Rich Franklin,Wanderlei Silva
Dan Hardy,Marcus Davis
Mike Swick,Ben Saunders
Terry Etim,Justin Buchholz
Dennis Siver,Dale Hartt
Cain Velasquez,Cheick Kongo
Paul Kelly,Rolando Delgado
John Hathaway,Rick Story
Paul Taylor,Peter Sobotta
Stefan Struve,Denis Stojnic
Brock Larson,Mike Pyle
Tim Hague,Pat Barry
Kyle Bradley,Phillipe Nover
Lyoto Machida,Rashad Evans
Frankie Edgar,Sean Sherk
Chael Sonnen,Dan Miller
Matt Hughes,Matt Serra
Drew McFedries,Xavier Foupa-Pokam
Krzysztof Soszynski,Andre Gusmao
Yoshiyuki Yoshida,Brandon Wolff
George Roop,David Kaplan
Cheick Kongo,Antoni Hardonk
Luiz Cane,Steve Cantwell
Krzysztof Soszynski,Brian Stann
Denis Kang,Xavier Foupa-Pokam
Nate Quarry,Jason MacDonald
Sam Stout,Matt Wiman
Mauricio Rua,Chuck Liddell
Anderson Silva,Thales Leites
Ed Herman,David Loiseau
Mark Bocek,David Bielkheden
TJ Grant,Ryo Chonan
Eliot Marshall,Vinny Magalhaes
Tim Credeur,Nick Catone
Gleison Tibau,Jeremy Stephens
Tyson Griffin,Rafael Dos Anjos
Ricardo Almeida,Matt Horwich
Brock Larson,Jesse Sanders
Ryan Bader,Carmelo Marrero
Cole Miller,Junie Browning
Martin Kampmann,Carlos Condit
Rob Kimmons,Joe Vedepo
Aaron Simpson,Tim McKenzie
Jorge Rivera,Nissen Osterneck
Gray Maynard,Jim Miller
Tamdan McCrory,Ryan Madigan
Shane Carwin,Gabriel Gonzaga
Matt Brown,Pete Sell
Matt Hamill,Mark Munoz
Quinton Jackson,Keith Jardine
Kendall Grove,Jason Day
Jason Brilz,Tim Boetsch
Shane Nelson,Aaron Riley
Brandon Vera,Michael Patt
Demian Maia,Chael Sonnen
Diego Sanchez,Joe Stevenson
Evan Dunham,Per Eklund
Terry Etim,Brian Cobb
Paulo Thiago,Josh Koscheck
Nate Marquardt,Wilson Gouveia
Junior Dos Santos,Stefan Struve
Dan Hardy,Rory Markham
Mike Ciesnolevicz,Neil Grove
Paul Kelly,Troy Mandaloniz
Joe Lauzon,Jeremy Stephens
Cain Velasquez,Denis Stojnic
Matt Veach,Matt Grice
Josh Neer,Mac Danzig
Anthony Johnson,Luigi Fioravanti
Dan Miller,Jake Rosholt
Kurt Pellegrino,Rob Emerson
Gleison Tibau,Rich Clementi
Nick Catone,Derek Downey
Matthew Riddle,Steve Bruno
Thiago Tavares,Manvel Gamburyan
Clay Guida,Nate Diaz
Jon Jones,Stephan Bonnar
Georges St-Pierre,BJ Penn
Lyoto Machida,Thiago Silva
Jon Fitch,Akihiro Gono
John Howard,Chris Wilson
Karo Parisyan,Dong Hyun Kim
Jake O'Brien,Christian Wellisch
Dan Cramer,Matt Arroyo
Marcus Davis,Chris Lytle
John Hathaway,Tom Egan
Dan Henderson,Rich Franklin
Mauricio Rua,Mark Coleman
Eric Schafer,Antonio Mendes
Martin Kampmann,Alexandre Barros
Rousimar Palhares,Jeremy Horn
Alan Belcher,Denis Kang
Tomasz Drwal,Ivan Serati
Dennis Siver,Nate Mohr
Rashad Evans,Forrest Griffin
Yushin Okami,Dean Lister
Cheick Kongo,Mostapha Al-Turk
Antoni Hardonk,Mike Wessel
Matt Hamill,Reese Andy
Quinton Jackson,Wanderlei Silva
Frank Mir,Antonio Rodrigo Nogueira
CB Dollaway,Mike Massenzio
Brad Blackburn,Ryo Chonan
Pat Barry,Dan Evensen
Wilson Gouveia,Jason MacDonald
Junie Browning,David Kaplan
Anthony Johnson,Kevin Burns
Krzysztof Soszynski,Shane Primm
Tom Lawlor,Kyle Kingsbury
Efrain Escudero,Phillipe Nover
Ryan Bader,Vinny Magalhaes
Eliot Marshall,Jules Bruchez
Shane Nelson,George Roop
Rolando Delgado,John Polakowski
Ben Saunders,Brandon Wolff
Steve Cantwell,Razak Al-Hassan
Jim Miller,Matt Wiman
Steve Bruno,Johnny Rees
Josh Koscheck,Yoshiyuki Yoshida
Tim Credeur,Nate Loughran
Luigi Fioravanti,Brodie Farber
Mike Swick,Jonathan Goulet
Dale Hartt,Corey Hill
Justin McCully,Eddie Sanchez
Brock Lesnar,Randy Couture
Dustin Hazelett,Tamdan McCrory
Kenny Florian,Joe Stevenson
Demian Maia,Nate Quarry
Jeremy Stephens,Rafael Dos Anjos
Gabriel Gonzaga,Josh Hendricks
Aaron Riley,Jorge Gurgel
Mark Bocek,Alvin Robinson
Matt Brown,Ryan Thomas
Junior Dos Santos,Fabricio Werdum
Sean Sherk,Tyson Griffin
Thales Leites,Drew McFedries
Gray Maynard,Rich Clementi
Dan Miller,Matt Horwich
Anderson Silva,Patrick Cote
Spencer Fisher,Shannon Gugerty
Thiago Alves,Josh Koscheck
Pete Sell,Joshua Burkman
Hermes Franca,Marcus Aurelio
Dan Hardy,Akihiro Gono
Luiz Cane,Rameau Thierry Sokoudjou
Shane Carwin,Neil Wain
Chris Lytle,Paul Taylor
Marcus Davis,Paul Kelly
Michael Bisping,Chris Leben
David Bielkheden,Jess Liaudin
Keith Jardine,Brandon Vera
Terry Etim,Sam Stout
Per Eklund,Samy Schiavo
Jim Miller,David Baron
Alan Belcher,Ed Herman
Nate Diaz,Josh Neer
Clay Guida,Mac Danzig
Alessio Sakara,Joe Vedepo
Joe Lauzon,Kyle Bradley
Jason Brilz,Brad Morris
Wilson Gouveia,Ryan Jensen
Eric Schafer,Houston Alexander
Mike Massenzio,Drew McFedries
Dan Miller,Rob Kimmons
Tim Boetsch,Michael Patt
Rashad Evans,Chuck Liddell
Jason MacDonald,Jason Lambert
Dong Hyun Kim,Matt Brown
Rich Franklin,Matt Hamill
Kurt Pellegrino,Thiago Tavares
Nate Marquardt,Martin Kampmann
Dan Henderson,Rousimar Palhares
Ryo Chonan,Roan Carneiro
Rob Emerson,Manvel Gamburyan
Demian Maia,Jason MacDonald
Jon Jones,Andre Gusmao
Kenny Florian,Roger Huerta
Tamdan McCrory,Luke Cummo
Brock Lesnar,Heath Herring
Georges St-Pierre,Jon Fitch
Cheick Kongo,Dan Evensen
Ben Saunders,Ryan Thomas
Chris Wilson,Steve Bruno
Brandon Vera,Reese Andy
Anderson Silva,James Irvin
Cain Velasquez,Jake O'Brien
Tim Credeur,Cale Yarbrough
Rory Markham,Brodie Farber
CB Dollaway,Jesse Taylor
Frankie Edgar,Hermes Franca
Nate Loughran,Johnny Rees
Kevin Burns,Anthony Johnson
Shannon Gugerty,Dale Hartt
Brad Blackburn,James Giboo
Joe Stevenson,Gleison Tibau
Patrick Cote,Ricardo Almeida
Melvin Guillard,Dennis Siver
Cole Miller,Jorge Gurgel
Forrest Griffin,Quinton Jackson
Tyson Griffin,Marcus Aurelio
Josh Koscheck,Chris Lytle
Gabriel Gonzaga,Justin McCully
Justin Buchholz,Corey Hill
Dustin Hazelett,Joshua Burkman
Matt Brown,Matt Arroyo
Kendall Grove,Evan Tanner
Diego Sanchez,Luigi Fioravanti
Matthew Riddle,Dante Rivera
Amir Sadollah,CB Dollaway
Spencer Fisher,Jeremy Stephens
Drew McFedries,Marvin Eastman
Dean Lister,Jeremy Horn
Rob Kimmons,Rob Yundt
Martin Kampmann,Jorge Rivera
Mike Swick,Marcus Davis
Michael Bisping,Jason Day
Fabricio Werdum,Brandon Vera
Matt Wiman,Thiago Tavares
Thiago Alves,Matt Hughes
Thales Leites,Nate Marquardt
Kevin Burns,Roan Carneiro
Luiz Cane,Jason Lambert
Paul Taylor,Jess Liaudin
Antoni Hardonk,Eddie Sanchez
Rich Clementi,Terry Etim
Wanderlei Silva,Keith Jardine
Rousimar Palhares,Ivan Salaverry
Rameau Thierry Sokoudjou,Kazuhiro Nakamura
BJ Penn,Sean Sherk
Lyoto Machida,Tito Ortiz
Goran Reljic,Wilson Gouveia
Thiago Silva,Antonio Mendes
Yoshiyuki Yoshida,War Machine
Dong Hyun Kim,Jason Tan
Shane Carwin,Christian Wellisch
Jason Day,Alan Belcher
Georges St-Pierre,Matt Serra
Mac Danzig,Mark Bocek
Michael Bisping,Charles McCarthy
Rich Franklin,Travis Lutter
Demian Maia,Ed Herman
Jason MacDonald,Joe Doerksen
Nate Quarry,Kalib Starnes
Cain Velasquez,Brad Morris
Rich Clementi,Sam Stout
Jonathan Goulet,Kuniyoshi Hironaka
Matt Hamill,Tim Boetsch
Marcus Aurelio,Ryan Roberts
James Irvin,Houston Alexander
Thiago Alves,Karo Parisyan
Kenny Florian,Joe Lauzon
Gray Maynard,Frankie Edgar
Nate Diaz,Kurt Pellegrino
Josh Neer,Din Thomas
Clay Guida,Samy Schiavo
Manvel Gamburyan,Jeff Cox
Anthony Johnson,Tommy Speer
George Sotiropoulos,Roman Mitichyan
Josh Koscheck,Dustin Hazelett
Luigi Fioravanti,Luke Cummo
Jon Fitch,Chris Wilson
Chris Leben,Alessio Sakara
Heath Herring,Cheick Kongo
Andrei Arlovski,Jake O'Brien
Anderson Silva,Dan Henderson
Yushin Okami,Evan Tanner
Diego Sanchez,David Bielkheden
Jorge Gurgel,John Halverson
Nate Marquardt,Jeremy Horn
Ricardo Almeida,Rob Yundt
Antonio Rodrigo Nogueira,Tim Sylvia
Marvin Eastman,Terry Martin
Tim Boetsch,David Heath
Frank Mir,Brock Lesnar
Tyson Griffin,Gleison Tibau
Chris Lytle,Kyle Bradley
Rob Emerson,Keita Nakamura
Patrick Cote,Drew McFedries
Nate Diaz,Alvin Robinson
Kurt Pellegrino,Alberto Crane
Thiago Tavares,Michihiro Omigawa
Gray Maynard,Dennis Siver
Corey Hill,Joe Veres
Jeremy Stephens,Cole Miller
Mike Swick,Joshua Burkman
Matt Wiman,Justin Buchholz
Marcus Davis,Jess Liaudin
BJ Penn,Joe Stevenson
Alessio Sakara,James Lee
Antoni Hardonk,Colin Robinson
Fabricio Werdum,Gabriel Gonzaga
Paul Kelly,Paul Taylor
Jorge Rivera,Kendall Grove
Wilson Gouveia,Jason Lambert
Sam Stout,Per Eklund
Manvel Gamburyan,Nate Mohr
Lyoto Machida,Rameau Thierry Sokoudjou
Chuck Liddell,Wanderlei Silva
Georges St-Pierre,Matt Hughes
Dean Lister,Jordan Radev
Rich Clementi,Melvin Guillard
James Irvin,Luiz Cane
Eddie Sanchez,Soa Palelei
Roan Carneiro,Tony DeSouza
Mark Bocek,Doug Evans
Roman Mitichyan,Dorian Price
War Machine,Jared Rollins
Troy Mandaloniz,Richie Hightower
Matt Arroyo,John Kolosci
Ben Saunders,Dan Barrera
Mac Danzig,Tommy Speer
Roger Huerta,Clay Guida
George Sotiropoulos,Billy Miles
Jonathan Goulet,Paul Georgieff
Ed Herman,Joe Doerksen
Frankie Edgar,Spencer Fisher
Thiago Silva,Houston Alexander
Marcus Aurelio,Luke Caudillo
Joe Lauzon,Jason Reinhardt
Thiago Alves,Chris Lytle
Rashad Evans,Michael Bisping
Karo Parisyan,Ryo Chonan
Akihiro Gono,Tamdan McCrory
Tim Sylvia,Brandon Vera
Yushin Okami,Jason MacDonald
Joshua Burkman,Forrest Petz
Alvin Robinson,Jorge Gurgel
Anderson Silva,Rich Franklin
Demian Maia,Ryan Jensen
Stephan Bonnar,Eric Schafer
Alan Belcher,Kalib Starnes
Matt Grice,Jason Black
Rich Clementi,Anthony Johnson
Jeremy Stephens,Diego Saraiva
Jon Fitch,Diego Sanchez
Forrest Griffin,Mauricio Rua
Lyoto Machida,Kazuhiro Nakamura
Christian Wellisch,Scott Junk
Keith Jardine,Chuck Liddell
Tyson Griffin,Thiago Tavares
Matt Wiman,Michihiro Omigawa
Kenny Florian,Din Thomas
Chris Leben,Terry Martin
Gray Maynard,Joe Veres
Thiago Alves,Kuniyoshi Hironaka
Cole Miller,Leonard Garcia
Luke Cummo,Edilberto de Oliveira
Nate Quarry,Pete Sell
Nate Diaz,Junior Assuncao
Dustin Hazelett,Jonathan Goulet
Houston Alexander,Alessio Sakara
Thiago Silva,Tomasz Drwal
Cheick Kongo,Mirko Filipovic
Michael Bisping,Matt Hamill
Dennis Siver,Naoyuki Kotani
Gleison Tibau,Terry Etim
Marcus Davis,Paul Taylor
Jess Liaudin,Anthony Torres
Quinton Jackson,Dan Henderson
Roger Huerta,Alberto Crane
Renato Sobral,David Heath
Patrick Cote,Kendall Grove
Randy Couture,Gabriel Gonzaga
Frank Mir,Antoni Hardonk
Georges St-Pierre,Josh Koscheck
Joe Stevenson,Kurt Pellegrino
Clay Guida,Marcus Aurelio
Thales Leites,Ryan Jensen
Anderson Silva,Nate Marquardt
Rashad Evans,Tito Ortiz
Kenny Florian,Alvin Robinson
Antonio Rodrigo Nogueira,Heath Herring
Chris Lytle,Jason Gilliam
Sean Sherk,Hermes Franca
Jorge Gurgel,Diego Saraiva
Stephan Bonnar,Mike Nickels
Frankie Edgar,Mark Bocek
Roger Huerta,Doug Evans
Leonard Garcia,Allen Berube
Gray Maynard,Rob Emerson
Thales Leites,Floyd Sword
Nate Diaz,Manvel Gamburyan
BJ Penn,Jens Pulver
Matt Wiman,Brian Geraghty
Cole Miller,Andy Wang
Joe Lauzon,Brandon Melendez
Marcus Davis,Jason Tan
Ed Herman,Scott Smith
Eddie Sanchez,Colin Robinson
Tyson Griffin,Clay Guida
Forrest Griffin,Hector Ramirez
Dustin Hazelett,Stevie Lynch
Jason MacDonald,Rory Singer
Rich Franklin,Yushin Okami
Gleison Tibau,Jeff Cox
Drew McFedries,Jordan Radev
Jon Fitch,Roan Carneiro
Tamdan McCrory,Pete Spratt
Anthony Johnson,Chad Reiner
Forrest Petz,Luigi Fioravanti
Spencer Fisher,Sam Stout
Thiago Tavares,Jason Black
Nate Mohr,Luke Caudillo
Terry Martin,Ivan Salaverry
Quinton Jackson,Chuck Liddell
Din Thomas,Jeremy Stephens
Thiago Silva,James Irvin
Alan Belcher,Sean Salmon
Karo Parisyan,Joshua Burkman
Kalib Starnes,Chris Leben
Houston Alexander,Keith Jardine
Wilson Gouveia,Carmelo Marrero
Lyoto Machida,David Heath
Terry Etim,Matt Grice
Andrei Arlovski,Fabricio Werdum
Junior Assuncao,David Lee
Alessio Sakara,Victor Valimaki
Gabriel Gonzaga,Mirko Filipovic
Cheick Kongo,Assuerio Silva
Michael Bisping,Elvis Sinosic
Jess Liaudin,Dennis Siver
Paul Taylor,Edilberto de Oliveira
Kendall Grove,Alan Belcher
Roger Huerta,Leonard Garcia
Yushin Okami,Mike Swick
Matt Serra,Georges St-Pierre
Josh Koscheck,Diego Sanchez
Heath Herring,Brad Imes
Marcus Davis,Pete Spratt
Thales Leites,Pete Sell
Luke Cummo,Josh Haynes
Kurt Pellegrino,Nate Mohr
Kuniyoshi Hironaka,Forrest Petz
Joe Stevenson,Melvin Guillard
Drew Fickett,Keita Nakamura
Roan Carneiro,Rich Clementi
Kenny Florian,Dokonjonosuke Mishima
Justin McCully,Antoni Hardonk
Wilson Gouveia,Seth Petruzelli
Thiago Tavares,Naoyuki Kotani
Matt Hughes,Chris Lytle
Randy Couture,Tim Sylvia
Jon Fitch,Luigi Fioravanti
Rich Franklin,Jason MacDonald
Gleison Tibau,Jason Dent
Matt Hamill,Rex Holman
Martin Kampmann,Drew McFedries
Jason Lambert,Renato Sobral
Jamie Varner,Jason Gilliam
Mirko Filipovic,Eddie Sanchez
Terry Martin,Jorge Rivera
Quinton Jackson,Marvin Eastman
Patrick Cote,Scott Smith
Lyoto Machida,Sam Hoger
Anderson Silva,Travis Lutter
Frankie Edgar,Tyson Griffin
Roger Huerta,John Halverson
Dustin Hazelett,Diego Saraiva
Rashad Evans,Sean Salmon
Jake O'Brien,Heath Herring
Rich Clementi,Ross Pointon
Din Thomas,Clay Guida
Joshua Burkman,Chad Reiner
Ed Herman,Chris Price
Hermes Franca,Spencer Fisher
Nate Marquardt,Dean Lister
Gabriel Gonzaga,Carmelo Marrero
Jason MacDonald,Chris Leben
Michael Bisping,Eric Schafer
Keith Jardine,Forrest Griffin
Chuck Liddell,Tito Ortiz
Yushin Okami,Rory Singer
Andrei Arlovski,Marcio Cruz
Thiago Alves,Tony DeSouza
Christian Wellisch,Anthony Perosh
David Heath,Victor Valimaki
Josh Koscheck,Jeff Joslin
Luigi Fioravanti,Dave Menne
Alan Belcher,Jorge Santiago
Diego Sanchez,Joe Riggs
Marcus Davis,Shonie Carter
Karo Parisyan,Drew Fickett
Brock Larson,Keita Nakamura
Logan Clark,Steve Byrnes
Joe Stevenson,Dokonjonosuke Mishima
James Irvin,Hector Ramirez
Brandon Vera,Frank Mir
Georges St-Pierre,Matt Hughes
Drew McFedries,Alessio Sakara
Antoni Hardonk,Sherman Pendergarst
Tim Sylvia,Jeff Monson
Nick Diaz,Gleison Tibau
Jake O'Brien,Josh Shockman
Travis Lutter,Patrick Cote
Martin Kampmann,Thales Leites
Pete Spratt,Jeremy Jackson
Scott Smith,Pete Sell
Matt Serra,Chris Lytle
Jorge Rivera,Edwin DeWees
Charles McCarthy,Gideon Ray
Din Thomas,Rich Clementi
Anderson Silva,Rich Franklin
Clay Guida,Justin James
Spencer Fisher,Dan Lauzon
Carmelo Marrero,Cheick Kongo
Yushin Okami,Kalib Starnes
Kurt Pellegrino,Junior Assuncao
Jon Fitch,Kuniyoshi Hironaka
Sean Sherk,Kenny Florian
Matt Hamill,Seth Petruzelli
Tito Ortiz,Ken Shamrock
Tony DeSouza,Dustin Hazelett
Thiago Alves,John Alessio
Nate Marquardt,Crafton Wallace
Kendall Grove,Chris Price
Rory Singer,Josh Haynes
Jason MacDonald,Ed Herman
Marcus Davis,Forrest Petz
Joe Lauzon,Jens Pulver
Jorge Gurgel,Danny Abbadi
Eddie Sanchez,Mario Neto
Melvin Guillard,Gabe Ruediger
Matt Hughes,BJ Penn
Rashad Evans,Jason Lambert
Mike Swick,David Loiseau
Tyson Griffin,David Lee
Roger Huerta,Jason Dent
David Heath,Cory Walmsley
Wilson Gouveia,Wes Combs
Chuck Liddell,Renato Sobral
Nick Diaz,Josh Neer
Cheick Kongo,Christian Wellisch
Hermes Franca,Jamie Varner
Eric Schafer,Rob MacDonald
Forrest Griffin,Stephan Bonnar
Yushin Okami,Alan Belcher
Martin Kampmann,Crafton Wallace
Chris Leben,Jorge Santiago
Forrest Petz,Sammy Morgan
Joe Riggs,Jason Von Flue
Diego Sanchez,Karo Parisyan
Josh Koscheck,Jonathan Goulet
Jake O'Brien,Kristof Midoux
Dean Lister,Yuki Sasaki
Anthony Torres,Pat Healy
Tito Ortiz,Ken Shamrock
Tim Sylvia,Andrei Arlovski
Jeff Monson,Anthony Perosh
Cheick Kongo,Gilbert Aldana
Frank Mir,Dan Christison
Joe Stevenson,Yves Edwards
Hermes Franca,Joe Jordan
Joshua Burkman,Josh Neer
Drew Fickett,Kurt Pellegrino
Jonathan Goulet,Luke Cummo
Rashad Evans,Stephan Bonnar
Rob MacDonald,Kristian Rothaermel
Mark Hominick,Jorge Gurgel
Anderson Silva,Chris Leben
Jon Fitch,Thiago Alves
Jason Lambert,Branden Lee Hinkle
Josh Koscheck,Dave Menne
Jorge Santiago,Justin Levens
Rory Singer,Ross Pointon
Kalib Starnes,Danny Abbadi
Michael Bisping,Josh Haynes
Kendall Grove,Ed Herman
Luigi Fioravanti,Solomon Hutcherson
Matt Hamill,Jesse Forbes
Kenny Florian,Sam Stout
Keith Jardine,Wilson Gouveia
Mike Nickels,Wes Combs
Matt Hughes,Royce Gracie
Dean Lister,Alessio Sakara
Brandon Vera,Assuerio Silva
Diego Sanchez,John Alessio
Mike Swick,Joe Riggs
Jeremy Horn,Chael Sonnen
Gabriel Gonzaga,Fabiano Scherner
Spencer Fisher,Matt Wiman
Melvin Guillard,Rick Davis
Tim Sylvia,Andrei Arlovski
Jeff Monson,Marcio Cruz
Evan Tanner,Justin Levens
Tito Ortiz,Forrest Griffin
Sean Sherk,Nick Diaz
Karo Parisyan,Nick Thompson
Jason Lambert,Terry Martin
David Terrell,Scott Smith
Thiago Alves,Derrick Noble
Dan Christison,Brad Imes
Luke Cummo,Jason Von Flue
Stephan Bonnar,Keith Jardine
Chris Leben,Luigi Fioravanti
Rashad Evans,Sam Hoger
Josh Koscheck,Ansar Chalangov
Jon Fitch,Joshua Burkman
Josh Neer,Joe Stevenson
Chael Sonnen,Trevor Prangley
Jason Lambert,Rob MacDonald
Mike Swick,Steve Vigneault
Georges St-Pierre,BJ Penn
Rich Franklin,David Loiseau
Tom Murphy,Icho Larenas
Sam Stout,Spencer Fisher
Mark Hominick,Yves Edwards
Nate Marquardt,Joe Doerksen
Jeff Monson,Branden Lee Hinkle
Joe Riggs,Nick Diaz
Alessio Sakara,Elvis Sinosic
Brandon Vera,Justin Eilers
Chuck Liddell,Randy Couture
Paul Buentello,Gilbert Aldana
Marcio Cruz,Frank Mir
Renato Sobral,Mike van Arsdale
Keith Jardine,Mike Whitehead
Josh Neer,Melvin Guillard
Duane Ludwig,Jonathan Goulet
Tim Sylvia,Assuerio Silva
Spencer Fisher,Aaron Riley
Jason Von Flue,Alex Karalexis
Joshua Burkman,Drew Fickett
Chris Leben,Jorge Rivera
Stephan Bonnar,James Irvin
Thiago Alves,Ansar Chalangov
Rich Franklin,Nate Quarry
Georges St-Pierre,Sean Sherk
Jeremy Horn,Trevor Prangley
Sam Hoger,Jeff Newton
Nick Thompson,Keith Wisniewski
Matt Hughes,Joe Riggs
Gabriel Gonzaga,Kevin Jordan
Joshua Burkman,Sammy Morgan
Rashad Evans,Brad Imes
Diego Sanchez,Nick Diaz
Kenny Florian,Kit Cope
Joe Stevenson,Luke Cummo
Keith Jardine,Kerry Schall
Melvin Guillard,Marcus Davis
Andrei Arlovski,Paul Buentello
Joe Riggs,Chris Lytle
Branden Lee Hinkle,Sean Gannon
Forrest Griffin,Elvis Sinosic
Marcio Cruz,Keigo Kunihara
Renato Sobral,Chael Sonnen
Alessio Sakara,Ron Faircloth
Jorge Rivera,Dennis Hallman
Jon Fitch,Brock Larson
Spencer Fisher,Thiago Alves
David Loiseau,Evan Tanner
Brandon Vera,Fabiano Scherner
Drew Fickett,Josh Koscheck
Jonathan Goulet,Jay Hieron
Chris Leben,Edwin DeWees
Randy Couture,Mike van Arsdale
Tim Sylvia,Tra Telligman
Chuck Liddell,Jeremy Horn
Trevor Prangley,Travis Lutter
Georges St-Pierre,Frank Trigg
James Irvin,Terry Martin
Diego Sanchez,Brian Gassaway
Matt Lindland,Joe Doerksen
Kenny Florian,Alex Karalexis
Drew Fickett,Josh Neer
Nate Quarry,Pete Sell
Josh Koscheck,Pete Spratt
Mike Swick,Gideon Ray
Chris Leben,Patrick Cote
Nate Marquardt,Ivan Salaverry
Stephan Bonnar,Sam Hoger
David Loiseau,Charles McCarthy
Rich Franklin,Evan Tanner
Paul Buentello,Kevin Jordan
Nick Diaz,Koji Oishi
Karo Parisyan,Matt Serra
Nate Quarry,Shonie Carter
Forrest Griffin,Bill Mahood
Andrei Arlovski,Justin Eilers
Matt Hughes,Frank Trigg
Joe Doerksen,Patrick Cote
Chuck Liddell,Randy Couture
Matt Lindland,Travis Lutter
Georges St-Pierre,Jason Miller
Mike van Arsdale,John Marsh
Renato Sobral,Travis Wiuff
Ivan Salaverry,Joe Riggs
Rich Franklin,Ken Shamrock
Forrest Griffin,Stephan Bonnar
Sam Hoger,Bobby Southworth
Diego Sanchez,Kenny Florian
Josh Koscheck,Chris Sanford
Nate Quarry,Lodune Sincaid
Mike Swick,Alex Schoenauer
Chris Leben,Jason Thacker
Alex Karalexis,Josh Rafferty
Evan Tanner,David Terrell
Paul Buentello,Justin Eilers
David Loiseau,Gideon Ray
